duration,num_updates,action_loss,eval_avg_reward,eval_avg_ep_len,eval_d4rl_score
0:02:55,50,nan,4.1470839996337885,4.0
0:05:53,100,nan,2.8714580230712885,4.0
0:08:50,150,nan,2.8754093170166013,4.0
0:11:46,200,nan,2.9832473144531257,4.0
0:14:45,250,nan,2.972668853759765,4.0
0:17:38,300,nan,2.9726587219238274,4.0
0:20:30,350,nan,3.963076522827148,4.0
0:23:28,400,nan,2.972664962768554,4.0
0:26:23,450,nan,2.997296493530273,4.0
0:29:19,500,nan,4.349373611450195,4.0
0:32:15,550,nan,2.3462313842773437,4.0
0:35:07,600,nan,2.969514144897461,4.0
0:37:59,650,nan,2.1707745208740232,4.0
0:40:51,700,nan,3.280030258178711,4.0
0:43:44,750,nan,3.754469764709474,4.0
0:46:36,800,nan,1.9517138595581052,4.0
0:49:28,850,nan,2.2511572265625004,4.0
0:52:20,900,nan,2.3988220138549807,4.0
0:55:12,950,nan,3.086480575561523,4.0
0:58:03,1000,nan,2.4243122482299806,4.0
